timestamp,parc_id,type,production_kwh,irradiation_kwh_m2,temperature_c,status
2025-01-01,SOL_PARIS,solaire,4346.385568312356,7.0948901595729765,8.498003246977575,OK
2025-01-01,SOL_LYON,solaire,3647.9092687116968,3.851126567372202,14.990466614616087,OK
2025-01-01,SOL_MARSEILLE,solaire,4512.4573919107615,2.8437857142094645,34.15965603171826,LOW_IRR
2025-01-01,SOL_BORDEAUX,solaire,5475.332842048828,3.1566577782511027,29.97572069726316,OK
2025-01-02,SOL_PARIS,solaire,3542.4312878043306,2.4565871402521786,21.436243804054886,DIRTY
2025-01-02,SOL_LYON,solaire,,2.9443809469956745,24.188111126616036,INVERTER
2025-01-02,SOL_MARSEILLE,solaire,5537.1340970581305,3.607187042255954,19.35181744927188,INVERTER
2025-01-02,SOL_BORDEAUX,solaire,4644.178202068199,1.9510927693141729,34.20925047245184,OK
2025-01-03,SOL_PARIS,solaire,3283.5781754715526,4.224989334319365,20.196826799852523,OK
2025-01-03,SOL_LYON,solaire,4396.816047944561,5.643643478058635,24.086578829213632,OK
2025-01-03,SOL_MARSEILLE,solaire,3290.2405379062916,2.7475901117649277,32.31427129727859,OK
2025-01-03,SOL_BORDEAUX,solaire,3287.6972710727173,6.63085427782683,15.003656636386841,OK
2025-01-04,SOL_PARIS,solaire,4066.1584987226374,5.017267341644152,36.02910266047205,OK
2025-01-04,SOL_LYON,solaire,1695.3917308764221,5.848928936998492,8.225847312309607,OK
2025-01-04,SOL_MARSEILLE,solaire,1902.590384235664,3.1474647138365808,36.66677918001519,OK
2025-01-04,SOL_BORDEAUX,solaire,3181.48371783493,5.567240363306586,18.645919744432227,OK
2025-01-05,SOL_PARIS,solaire,2685.885767632134,2.452905759367499,19.815711269572464,OK
2025-01-05,SOL_LYON,solaire,4145.672065854801,5.624396001338415,4.989908459353515,OK
2025-01-05,SOL_MARSEILLE,solaire,2801.173516926668,4.47494294366965,17.906847543600765,OK
2025-01-05,SOL_BORDEAUX,solaire,2246.465928531179,5.085201951975654,12.641741220758043,OK
2025-01-06,SOL_PARIS,solaire,5412.213645813709,2.3190486310002374,16.531182891638746,OK
2025-01-06,SOL_LYON,solaire,3551.646069464811,2.767888252357433,20.764201307900084,OK
2025-01-06,SOL_MARSEILLE,solaire,2986.281025156716,5.155565149205416,30.62012453025615,OK
2025-01-06,SOL_BORDEAUX,solaire,2232.7769951651976,2.6826431932412786,23.86843016260563,OK
2025-01-07,SOL_PARIS,solaire,3201.179003022299,4.941130067358597,24.769089880610025,OK
2025-01-07,SOL_LYON,solaire,3922.0148486808525,2.012579509663607,12.140325500389938,OK
2025-01-07,SOL_MARSEILLE,solaire,2533.907064835467,5.557078740266669,14.073213193575429,OK
2025-01-07,SOL_BORDEAUX,solaire,4213.267820180239,2.2279626963703856,38.188525165161806,OK
2025-01-08,SOL_PARIS,solaire,,5.083679900287238,15.383190687130782,OK
2025-01-08,SOL_LYON,solaire,3479.1368752273956,5.201009493833602,36.90587426851566,OK
2025-01-08,SOL_MARSEILLE,solaire,3138.1227265476637,3.08516509051268,19.812449210072202,OK
2025-01-08,SOL_BORDEAUX,solaire,5837.506002959832,5.131242507335563,22.020591425291535,OK
2025-01-09,SOL_PARIS,solaire,3785.153052788273,4.61670762133369,31.63328644206937,OK
2025-01-09,SOL_LYON,solaire,2636.5179781485094,3.337853030091619,33.447031797447906,OK
2025-01-09,SOL_MARSEILLE,solaire,4704.799403313508,2.586312505478067,21.002686957488212,OK
2025-01-09,SOL_BORDEAUX,solaire,2457.0719850318756,1.0597988933238733,18.50581251830615,OK
2025-01-10,SOL_PARIS,solaire,4029.749954505231,4.75944007567951,21.496715963300083,OK
2025-01-10,SOL_LYON,solaire,1644.3628637322468,1.6963155658207119,25.041617754089064,INVERTER
2025-01-10,SOL_MARSEILLE,solaire,2338.9953462117264,4.352550719106094,30.0217331818278,OK
2025-01-10,SOL_BORDEAUX,solaire,4016.547359456036,3.7784828542684017,22.038068730947366,OK
2025-01-11,SOL_PARIS,solaire,4612.313237994951,5.286628440701113,27.569976682208384,OK
2025-01-11,SOL_LYON,solaire,3988.5051093089673,3.7167272008162175,36.745237590438464,OK
2025-01-11,SOL_MARSEILLE,solaire,3672.7868893729355,3.672883541844654,25.431786510383063,LOW_IRR
2025-01-11,SOL_BORDEAUX,solaire,3468.7859348517823,5.370993126861273,24.804875704043006,OK
2025-01-12,SOL_PARIS,solaire,2173.62581059583,4.736092846534588,8.32980257418939,OK
2025-01-12,SOL_LYON,solaire,3008.1713707658205,4.705849531492445,-1.6765712314615726,DIRTY
2025-01-12,SOL_MARSEILLE,solaire,3293.297351944234,4.950828143693642,25.495381563071515,OK
2025-01-12,SOL_BORDEAUX,solaire,4962.834448840807,1.7430846028686307,21.14658191847215,OK
2025-01-13,SOL_PARIS,solaire,4177.980118525307,5.410861887979172,17.36695592576732,INVERTER
2025-01-13,SOL_LYON,solaire,1860.6558291009926,5.179950070421764,24.191771837677102,OK
2025-01-13,SOL_MARSEILLE,solaire,4156.492366334274,2.573306994277605,21.456366437227825,OK
2025-01-13,SOL_BORDEAUX,solaire,3376.409491542052,3.809471242121278,32.15002225570509,OK
2025-01-14,SOL_PARIS,solaire,3055.385799663445,4.13710833979579,22.774997814330803,OK
2025-01-14,SOL_LYON,solaire,4472.843917724955,3.9848051449572277,15.277690434368491,OK
2025-01-14,SOL_MARSEILLE,solaire,4934.099474745546,4.734175946509656,30.911496150633603,DIRTY
2025-01-14,SOL_BORDEAUX,solaire,4824.408131027818,6.490186850929893,20.04582032548418,OK
2025-01-15,SOL_PARIS,solaire,2876.8607244550976,5.930826764276526,26.738830153050763,OK
2025-01-15,SOL_LYON,solaire,3459.866386563664,2.1004492905097503,17.703303644264796,INVERTER
2025-01-15,SOL_MARSEILLE,solaire,4164.389774543921,5.1953119844896785,16.151558030523073,OK
2025-01-15,SOL_BORDEAUX,solaire,4873.099639834595,6.326293311256656,22.757514071671267,OK
2025-01-16,SOL_PARIS,solaire,3272.908338370181,4.818893633102724,22.115457791893167,OK
2025-01-16,SOL_LYON,solaire,3595.775125669801,5.945568680297548,26.318443318301497,DIRTY
2025-01-16,SOL_MARSEILLE,solaire,2583.031528593369,7.419632713121224,19.582188220212316,LOW_IRR
2025-01-16,SOL_BORDEAUX,solaire,2484.1727135112624,5.837935273771171,5.472761946066424,OK
2025-01-17,SOL_PARIS,solaire,4693.778404633618,4.598893753026767,18.1050350477045,OK
2025-01-17,SOL_LYON,solaire,5291.8640314279055,5.872141558535606,29.144366204294343,OK
2025-01-17,SOL_MARSEILLE,solaire,3720.788866261633,4.431820532955026,19.323615286812043,DIRTY
2025-01-17,SOL_BORDEAUX,solaire,4903.886187681226,4.238244869255929,19.78254937736907,OK
2025-01-18,SOL_PARIS,solaire,4197.799627552397,3.637737222858028,30.877388553153434,OK
2025-01-18,SOL_LYON,solaire,3090.3682699343635,6.701461374131373,15.592240954669695,DIRTY
2025-01-18,SOL_MARSEILLE,solaire,,2.890514134492798,8.114771035813902,OK
2025-01-18,SOL_BORDEAUX,solaire,5491.840223112566,6.651788359484986,20.55431992427055,OK
2025-01-19,SOL_PARIS,solaire,3760.591356979053,4.999782597984595,17.642434438761367,OK
2025-01-19,SOL_LYON,solaire,5521.1080213954065,1.9611101203168935,13.303783122220715,OK
2025-01-19,SOL_MARSEILLE,solaire,918.2803855012812,4.788238868786275,20.421593896911784,OK
2025-01-19,SOL_BORDEAUX,solaire,4704.0927548127465,0.8399575877574015,26.423550825221053,INVERTER
2025-01-20,SOL_PARIS,solaire,3895.751775061988,5.200812826929657,21.916402945889658,OK
2025-01-20,SOL_LYON,solaire,3471.0919144875456,5.616370372782386,24.76282965417614,OK
2025-01-20,SOL_MARSEILLE,solaire,3900.9368541890526,3.2522304709567145,38.320669286638804,OK
2025-01-20,SOL_BORDEAUX,solaire,1613.674193939018,4.397676313528932,18.914090245981924,OK
2025-01-21,SOL_PARIS,solaire,3558.360923378737,7.326651894000459,24.505137711802025,OK
2025-01-21,SOL_LYON,solaire,4192.823828662921,3.3908052731809013,17.41707973660779,OK
2025-01-21,SOL_MARSEILLE,solaire,5425.683449215668,2.5057478607094392,14.382762521017245,DIRTY
2025-01-21,SOL_BORDEAUX,solaire,3229.902759898988,6.570661443940159,16.73583111924007,OK
2025-01-22,SOL_PARIS,solaire,2910.6570368174935,7.340139504849272,17.691172856304803,OK
2025-01-22,SOL_LYON,solaire,3248.0672520570097,4.205913074956556,25.23528217792413,OK
2025-01-22,SOL_MARSEILLE,solaire,4806.942329472282,5.8183408566533705,43.14168208030682,INVERTER
2025-01-22,SOL_BORDEAUX,solaire,4161.626220625652,6.34636146484941,15.555609073517438,OK
2025-01-23,SOL_PARIS,solaire,3217.2637758562573,3.0120252279385857,18.25037224946084,OK
2025-01-23,SOL_LYON,solaire,4364.594176424692,3.423510663411411,21.431892881998767,OK
2025-01-23,SOL_MARSEILLE,solaire,3906.785304282844,6.169399221047576,25.562189638387725,INVERTER
2025-01-23,SOL_BORDEAUX,solaire,3977.5094895861785,6.896022845933615,24.371957307593064,OK
2025-01-24,SOL_PARIS,solaire,3027.7415967349125,5.1006093762789675,33.55686214553305,OK
2025-01-24,SOL_LYON,solaire,3439.571638742455,2.7922970343967135,0.16247136518312644,OK
2025-01-24,SOL_MARSEILLE,solaire,3368.6810315546268,7.379297778719106,0.5176311682389461,OK
2025-01-24,SOL_BORDEAUX,solaire,2190.13355705467,3.350446563500857,17.537096451908656,OK
2025-01-25,SOL_PARIS,solaire,4125.732304771033,3.6637795501256774,31.87570168789338,OK
2025-01-25,SOL_LYON,solaire,4087.1607993978782,4.747740535183395,7.909167715549634,OK
2025-01-25,SOL_MARSEILLE,solaire,3805.624802306707,6.686656673143639,-5.068691057243814,FAULT
2025-01-25,SOL_BORDEAUX,solaire,3541.954153287338,5.566361562483558,27.14061465597288,DIRTY
2025-01-26,SOL_PARIS,solaire,2243.0921837445444,4.863784800579057,24.19291501332443,OK
2025-01-26,SOL_LYON,solaire,3337.290144958105,4.94126164818897,12.188124338805132,LOW_IRR
